name,studentId,major,email,nationality,homeLand,score,gender
Jordan Liu,S901566,InteriorDesign,admin_nexa@hotmail.com,EquatorialGuinea,2,75,0
Olivia Dang,S341929,SocialWork,media_flux@protonmail.com,Burundi,0,58,1
Andriy Ferrari,S595695,PublicHealth,contact_nexa@yandex.com,Dominica,0,20,0
Sofia Yang,S673544,RenewableEnergyEngineering,feedback_zenith@me.com,Ghana,2,86,0
Parisa Okafor,S287731,Dentistry(Pre-Dental),hello.vortexgrid@me.com,France,0,21,1
Rong Miller,S45627,Philosophy,feedback_aurora@me.com,Eritrea,0,53,0
Lina Papadopoulos,S885319,DigitalMarketing,media_orionis@protonmail.com,ElSalvador,1,89,1
Nonglak Wagner,S355125,GenderStudies,media_quantum@protonmail.com,Chad,0,60,1
Dakota Xu,S509108,Film&MediaStudies,help_quantum@outlook.com,Côted'Ivoire,2,72,0
Ava Herrera,S448298,FineArts,tech_astral@icloud.com,Cambodia,2,71,1
Hiroshi Yamada,S894472,EthicalAI&Policy,info_flux@zoho.com,Georgia,0,87,0
Yara Kaya,S403756,RenewableEnergyEngineering,service_zephyr@msn.com,Cyprus,2,85,0
Rowan DeJong,S683984,SpecialEducation,service_zephyr@msn.com,Cuba,1,66,1
Somchai Abebe,S944809,Medicine(Pre-Med),contact_eclipse@yandex.com,Finland,2,16,0
Wei VanDijk,S99518,Philosophy,media_nexa@protonmail.com,CaboVerde,1,54,0
Jamie Schmidt,S259059,FashionDesign,info_aurora@zoho.com,Ethiopia,0,73,1
Alex Reddy,S371564,CognitiveScience,help_nebulaforge@outlook.com,Greece,0,92,1
Ibrahim Chen,S644681,Chemistry,admin_vexelon@hotmail.com,Eritrea,0,9,1
Misha Srishti,S383811,Philosophy,service_nexa@msn.com,Fiji,1,53,0
Avery Singh,S610272,Nutrition&Dietetics,moonlightstudio@protonmail.com,Congo(DemocraticRepublic),2,23,0
Sage Dubois,S419315,UrbanPlanning,admin_aurora@hotmail.com,Czechia,0,63,0
Jun Zhang,S875101,Biotechnology,hello_quantum@live.com,Ethiopia,0,32,0
Nikos Reyes,S25812,SpecialEducation,support_nexa@aol.com,Eswatini,2,67,1
Noura Goldberg,S494055,Dentistry(Pre-Dental),webquery_obsidian@hotmail.com,EquatorialGuinea,2,21,0
Skyler Dubois,S219315,CreativeWriting,admin_cobaltreach@zoho.com,DominicanRepublic,1,78,0
Kai Levy,S76677,InteriorDesign,sales_flux@yahoo.com,EquatorialGuinea,2,75,1
Jan Ma,S467249,Psychology,zephyron.help@icloud.com,Chile,1,47,0
Sam Li,S82983,GenderStudies,hello_infinitum@me.com,Chile,1,60,1
Shiloh Khalid,S72384,Linguistics,support_quantumcore@icloud.com,Cambodia,2,55,0
Sarah Rashid,S140859,CreativeWriting,stellarsky2024@msn.com,Croatia,0,79,1
Yusuf Nasser,S957048,Genetics,support_solstice@me.com,Djibouti,2,27,1
Ryota Saleh,S421619,Anthropology,media_astralink@icloud.com,Chile,1,52,0
Finley Patel,S158360,Architecture,service_luminary@zoho.com,Cyprus,2,69,1
Priya Dubois,S109727,Nanotechnology,admin_stellar@hotmail.com,EquatorialGuinea,2,15,1
Carlos Johnson,S134142,Criminology,contact_vivid@yandex.com,BosniaandHerzegovina,0,58,0
Pooja Jansen,S451739,History,admin_nexa@hotmail.com,Gambia,2,52,0
Maria Keita,S563567,Pharmacy,sales_flux@yahoo.com,Dominica,0,19,1
Tamar Li,S987825,Anthropology,contact_nexa@yandex.com,Germany,1,51,1
Ping Sun,S575604,Architecture,n.lee_consulting@yandex.com,China,2,69,1
Riley Zhou,S79915,PublicHealth,support_voltex@aol.com,Brunei,0,20,1
Vikram Herrera,S351140,UrbanPlanning,service_phoenix@aol.com,Colombia,0,63,0
Diya Zhang,S23470,Psychology,help_orion@outlook.com,CaboVerde,1,48,1
Siobhan Saleh,S149377,Medicine(Pre-Med),hello.vortexgrid@me.com,Guinea,0,16,1
Shiloh Sharma,S376216,GlobalHealth,sales_eclipse@yahoo.com,DominicanRepublic,1,88,0
Emerson Wang,S822090,Biochemistry,support_quantum@aol.com,CaboVerde,1,27,1
Léa Sethi,S871555,History,silverhawk_sales@aol.com,Fiji,1,52,1
Ravi Omar,S772790,UX/UIDesign,support_quantumcore@icloud.com,Côted'Ivoire,2,90,1
Aarav Dang,S444454,UX/UIDesign,sales_lumivault@yahoo.com,Guatemala,2,91,0
Karan Smith,S337550,OccupationalTherapy,tech_nexa@icloud.com,Dominica,0,31,1
Sanjay Brown,S351147,UrbanPlanning,admin_nexa@hotmail.com,Eswatini,2,63,1
Tariq Kobayashi,S734873,UrbanPlanning,feedback_eclipse@me.com,Guyana,2,63,0
Anastasia Al-Mohammed,S458529,Medicine(Pre-Med),service_nexa@msn.com,China,2,16,0
Laila Inoue,S861643,GraphicDesign,t.zhang_services@me.com,Cameroon,0,68,0
Aino Omar,S891413,RealEstateManagement,helpdesk_echelon@yahoo.com,Cyprus,2,47,0
Diya Rodríguez,S915324,DigitalMarketing,help_terra@icloud.com,Finland,2,90,0
Yara Pham,S843867,VeterinaryScience,contact_nexa@yandex.com,Guatemala,2,22,1
Elliot Rossi,S980368,Dentistry(Pre-Dental),tech_pinnacle@yahoo.com,Chile,1,21,0
James Rashid,S606827,SpecialEducation,tech_flux@icloud.com,Côted'Ivoire,2,66,0
Anna Al-Farsi,S912085,Kinesiology,info_nexasphere@protonmail.com,Germany,1,25,0
Jun Sánchez,S864429,Kinesiology,hello_flux@live.com,BurkinaFaso,2,25,1
Dmitri Yamamoto,S616950,IndustrialDesign,admin_nexa@hotmail.com,Guatemala,2,74,1
Chidi Xu,S769668,EthicalAI&Policy,admin_cobaltreach@zoho.com,China,2,87,0
Matthew Bakker,S160656,Finance,help_orion@outlook.com,Cameroon,0,35,1
Parisa Reddy,S926701,Epidemiology,service_iron@msn.com,Gabon,1,29,1
Sanjay Johansen,S406007,Philosophy,media_flux@protonmail.com,Croatia,0,54,0
Ping Bianchi,S769352,Film&MediaStudies,contact_pulsewave@yandex.com,Chad,0,71,1
Finley Al-Masri,S657251,Philosophy,admin_cobaltreach@zoho.com,Guinea,0,53,1
Feng Georgiou,S713143,Archaeology,help_zenith@outlook.com,Cyprus,2,61,0
Yasin Rodríguez,S377317,ClimateScience,info_stellar@zoho.com,Guinea,0,84,0
Pooja Goldberg,S36670,InteriorDesign,feedback_aurora@me.com,Denmark,1,76,1
João Herrera,S146125,OccupationalTherapy,service_stellar@msn.com,Bulgaria,1,31,0
Feng Dang,S211638,SpecialEducation,info_polarisedge@hotmail.com,Cuba,1,66,1
Layla Morales,S914530,OccupationalTherapy,ironclad_labs@aol.com,Chile,1,31,1
Diya Johansen,S125336,InternationalBusiness,bluehorizon_01@live.com,Denmark,1,41,0
Maximilian Becker,S580872,Statistics,auroraforge.help@gmail.com,Ethiopia,0,14,0
Dakota Smirnov,S875937,Architecture,contact_zenithpulse@live.com,Croatia,0,70,1
Samir Sasaki,S853096,Education(Primary/Secondary),tech_nexus@icloud.com,Bulgaria,1,66,1
Soraya Wu,S622758,History,media_crimson@protonmail.com,Congo(Republic),0,53,1
Min-jun García,S867298,OccupationalTherapy,help_stellar@outlook.com,BosniaandHerzegovina,0,31,1
Zahara Ivanov,S924762,Sociology,feedback_terra@msn.com,Canada,1,49,1
Katarzyna Zhou,S527224,OccupationalTherapy,contact_eclipse@yandex.com,Congo(DemocraticRepublic),2,31,1
Kavita Wagner,S131146,Dentistry(Pre-Dental),query.nexorium@zoho.com,Dominica,0,21,1
Oksana Schneider,S419625,Sociology,service_nexa@msn.com,Belize,2,49,1
Amara Andersen,S236015,Biochemistry,support_stellar@aol.com,Bolivia,2,26,1
Rong DeJong,S220572,Animation&DigitalArts,feedback_aurora@me.com,Egypt,0,80,1
Kaito Yamada,S459453,SocialWork,query.nexorium@zoho.com,Iran,0,58,0
Andrew Kaya,S400518,Finance,media_flux@protonmail.com,Congo(Republic),0,35,1
Jing Kuznetsov,S957952,EnvironmentalScience&Sustainability,help_stellar@outlook.com,Egypt,0,84,0
Anna Matsumoto,S333893,Physics,tech_flux@icloud.com,Estonia,1,5,1
Nonglak Volkov,S183080,InternationalBusiness,service_aurora@msn.com,CostaRica,1,41,0
Aditya Moreau,S826518,SpecialEducation,help_stellar@outlook.com,Ecuador,2,67,0
Aarav Wagner,S987745,History,hello_zenith@live.com,Guatemala,2,52,1
Daniel Nakamura,S9821,Geography,service_aurora@msn.com,France,0,62,1
Christopher García,S402221,GameDesign,contact_zenithpulse@live.com,Croatia,0,81,1
Aaron Liu,S134879,Statistics,service_quantum@msn.com,Eswatini,2,15,1
Farid Johnson,S948440,SupplyChainManagement,support_frostvale@live.com,Croatia,0,41,0
Asha Kimura,S561023,Sociology,sales_aurora@yahoo.com,Brazil,2,48,1
Feng Desai,S339776,Economics,feedback_terra@me.com,Croatia,0,38,0
Carys Khan,S90215,Hospitality&TourismManagement,admin_fluxion@hotmail.com,Côted'Ivoire,2,43,1
Avery Dubois,S246580,Animation&DigitalArts,contact_apexion@outlook.com,Eritrea,0,79,1
Ning Nielsen,S74401,HumanResourcesManagement,tech_eclipse@icloud.com,Colombia,0,44,0
Jamie Müller,S26174,Photography,service_quantum@msn.com,Estonia,1,82,0
Soraya Thomas,S357986,Film&MediaStudies,feedback_obsidian@me.com,Gambia,2,71,0
Olga Omar,S419867,PublicHealth,sales_aurora@yahoo.com,Cyprus,2,20,1
Nia Sethi,S163521,Sociology,n.lee_consulting@yandex.com,Guatemala,2,49,0
Tereza Mehra,S764643,Law(Pre-Law),admin_cobaltreach@zoho.com,Hungary,2,64,0
River Hansen,S64868,Economics,jameson.tech@outlook.com,Croatia,0,38,1
Maximilian Ortiz,S302008,UrbanPlanning,help_stellar@outlook.com,Ecuador,2,63,1
Aoi Pham,S81362,Medicine(Pre-Med),vividra.contact@outlook.com,DominicanRepublic,1,16,0
Hassan Andersen,S845488,Theater&Drama,eclipse.designs@protonmail.com,Finland,2,78,0
Ivan Nakamura,S30207,Physiotherapy,support_aurora@aol.com,Eritrea,0,30,0
Xin Malhotra,S630894,Animation&DigitalArts,webquery_obsidian@hotmail.com,Gambia,2,79,0
William Thomas,S72024,PoliticalScience,media_flux@protonmail.com,Greece,0,50,0
Sakura Hansen,S546037,InternationalRelations,tech_nexa@icloud.com,CostaRica,1,56,0
Dewi Demir,S388578,IndustrialDesign,contact_eclipse@yandex.com,Brunei,0,73,0
Ingrid Bianchi,S570752,OccupationalTherapy,hello_embercore@live.com,Gabon,1,31,0
Zara Abebe,S553783,GenderStudies,ironclad_labs@aol.com,Congo(Republic),0,59,1
Layla Srishti,S712222,IndustrialDesign,sunrise_engineering@yandex.com,Ethiopia,0,74,1
Neha Cohen,S12310,Philosophy,help_terra@icloud.com,Cyprus,2,53,0
Christopher Demir,S880070,BusinessAdministration,help_terra@icloud.com,Cameroon,0,33,1
Emi Abebe,S630121,Theater&Drama,support_nexorium@aol.com,Djibouti,2,77,1
Dewi Petrov,S976511,InternationalBusiness,hello_zenith@live.com,China,2,40,0
Ethan Hussein,S657442,Geography,help_zenith@outlook.com,Eswatini,2,61,0
Kai Diallo,S455011,Photography,n.lee_consulting@yandex.com,Denmark,1,82,0
Zara DeJong,S628052,Philosophy,ironclad_labs@aol.com,CentralAfricanRepublic,2,54,0
Gang Mahmoud,S214370,Nanotechnology,tech_eclipse@icloud.com,Georgia,0,15,1
Yara Zhou,S970022,FineArts,t.zhang_services@me.com,Denmark,1,70,1
Tamar Wu,S419355,Education(Primary/Secondary),info_zenith@zoho.com,Guinea-Bissau,1,65,1
Daiki Ramos,S730945,CreativeWriting,support_stellar@aol.com,Ghana,2,78,0
Noura Wong,S159151,Archaeology,contact_stellar@yandex.com,Gambia,2,60,1
Amir Watanabe,S319470,Physiotherapy,t.zhang_services@me.com,Germany,1,30,1
Kai Al-Khalifa,S38664,Linguistics,contact_stellar@yandex.com,Belgium,1,55,1
Shiloh Taylor,S105456,GameDesign,hello_vireoworks@live.com,Denmark,1,81,0
Louis Reyes,S796488,SupplyChainManagement,support_quantum@aol.com,CaboVerde,1,42,0
Ping Romano,S759177,Geography,sales_nimbus@yahoo.com,Colombia,0,62,0
Rasha DeJong,S997391,Photography,media_pyrexia@protonmail.com,China,2,82,1
Amara Malhotra,S222023,MusicPerformance/Theory,helpdesk_echelon@yahoo.com,Eritrea,0,76,1
Takumi Levy,S517842,Law(Pre-Law),admin_stellar@hotmail.com,Congo(Republic),0,64,0
Xiu Sun,S111139,GameDesign,webquery_obsidian@hotmail.com,Congo(DemocraticRepublic),2,81,0
Dakota Jain,S567465,Nutrition&Dietetics,zephyron.help@icloud.com,China,2,23,1
Finley Hussein,S659010,Accounting,admin_fluxion@hotmail.com,Burundi,0,35,1
Fatima Becker,S307810,Nursing,feedback_aurora@me.com,DominicanRepublic,1,18,1
Hua Romano,S29522,SocialWork,admin_cobaltreach@zoho.com,Bulgaria,1,58,1
Neha Rashid,S598498,Film&MediaStudies,service_nexus@msn.com,Fiji,1,71,1
Alistair Bianchi,S628135,RenewableEnergyEngineering,admin_vexelon@hotmail.com,Croatia,0,86,0
Diya Sato,S605765,Geography,contact_quantum@yandex.com,DominicanRepublic,1,62,0
Olga Gutierrez,S500191,OccupationalTherapy,info_eclipse@zoho.com,Georgia,0,31,0
Abigail Takahashi,S864697,GenderStudies,hello_embercore@live.com,Guinea-Bissau,1,59,1
Gang Malhotra,S59743,Anthropology,service_iron@msn.com,Greece,0,51,0
Taylor Russo,S651737,Animation&DigitalArts,support_nexa@aol.com,Haiti,0,79,1
Nikolai Abebe,S984650,History,hello_embercore@live.com,France,0,53,0
Dewi Abebe,S297416,InternationalRelations,tech_nexus@icloud.com,Botswana,1,56,1
Somchai Ma,S57042,InteriorDesign,helpdesk_echelon@yahoo.com,Ethiopia,0,74,1
Anika López,S900670,Genetics,service_ironclad@msn.com,Egypt,0,28,0
Sunita Kobayashi,S334775,MusicPerformance/Theory,feedback_zenith@me.com,Czechia,0,77,0
Yusuf Dang,S747629,Dentistry(Pre-Dental),feedback_zenith@me.com,Fiji,1,21,0
Wei Papadopoulos,S750990,Genetics,hello_zenith@live.com,Gabon,1,27,1
Layla Jung,S913254,SpecialEducation,ironclad_labs@aol.com,Denmark,1,66,1
Maximilian Le,S717244,RealEstateManagement,feedback_aurora@me.com,Côted'Ivoire,2,46,0
Ava Bianchi,S281036,GenderStudies,help_nexus@outlook.com,Czechia,0,60,1
Li Visser,S794300,InteriorDesign,support_nexa@aol.com,Chile,1,75,1
Xiu Li,S716425,Dentistry(Pre-Dental),sales_flux@yahoo.com,CaboVerde,1,21,1
João Zhang,S369577,InternationalRelations,vividra.contact@outlook.com,BurkinaFaso,2,56,0
Erik Nasser,S751755,MusicPerformance/Theory,tech_flux@icloud.com,Czechia,0,77,1
Chidi Yilmaz,S635463,InternationalRelations,media_crimson@protonmail.com,Gambia,2,56,1
Robin Kobayashi,S477286,Anthropology,j.smith_45@yahoo.com,Bulgaria,1,51,0
Rachel Wilson,S52557,ActuarialScience,admin_aurora@hotmail.com,Guyana,2,45,0
Minh Inoue,S682404,IndustrialDesign,admin_cobaltreach@zoho.com,Cuba,1,73,1
Yuto Choudhury,S697911,EnvironmentalScience&Sustainability,info_polarisedge@hotmail.com,Croatia,0,84,1
Louis Malhotra,S356503,Meteorology,query.nexorium@zoho.com,Cyprus,2,13,1
Abigail Bernard,S241689,Film&MediaStudies,media_orionis@protonmail.com,Chad,0,72,0
Soraya Wong,S26883,History,alex_rivera99@hotmail.com,Chile,1,52,1
Nalani Kuznetsov,S45490,Epidemiology,support_voltex@aol.com,CostaRica,1,28,1
Yusuf Nguyen,S334477,OccupationalTherapy,service_nexa@msn.com,Brazil,2,31,0
Jamie Arslan,S377352,OccupationalTherapy,feedback_zenith@me.com,CostaRica,1,31,1
Feng Al-Khalifa,S885221,UrbanPlanning,hello.vortexgrid@me.com,Djibouti,2,63,0
Vikram Rosenberg,S197137,Entrepreneurship,service_nexus@msn.com,Grenada,1,39,1
Sophia Keita,S58225,Psychology,help_nebulaforge@outlook.com,Cambodia,2,48,0
Phoenix Rashid,S611178,RealEstateManagement,ironclad_labs@aol.com,Guinea-Bissau,1,46,0
Wei Tran,S798923,FineArts,info_polarisedge@hotmail.com,Brunei,0,70,0
Amina Moreau,S149184,BusinessAdministration,service_stellar@msn.com,Cyprus,2,33,0
Ji-woo Srishti,S466393,Geography,sales_nimbus@yahoo.com,Georgia,0,62,1
Ryota Zhao,S167404,Dentistry(Pre-Dental),hello_zenith@live.com,Egypt,0,21,1
Sam Le,S210264,Biology,query_aurora@yandex.com,Egypt,0,9,1
Samir Papadopoulos,S552132,Pharmacy,media_orionis@protonmail.com,Cameroon,0,19,0
Laila Rodríguez,S638730,FineArts,auroraforge.help@gmail.com,Ghana,2,70,0
Ji-woo Huang,S161843,Biology,help_nexus@outlook.com,France,0,9,1
Inês Gutierrez,S869270,Physiotherapy,tech_pinnacle@yahoo.com,Côted'Ivoire,2,29,0
Olga Walker,S970520,InteriorDesign,media_flux@protonmail.com,Gambia,2,75,1
Marco Nguyen,S765134,EthicalAI&Policy,tech_stellar@icloud.com,Cuba,1,87,0
Chidi Le,S657038,Law(Pre-Law),feedback_ironwave@msn.com,Comoros,1,64,0
Amara Kimura,S50947,EnvironmentalScience&Sustainability,contact_vivid@yandex.com,Eswatini,2,83,1
Carlos Nakamura,S996797,Economics,query_aurora@yandex.com,Colombia,0,38,0
Aaron Mahmoud,S799231,GlobalHealth,auroraforge.help@gmail.com,Denmark,1,88,1
Olivia Sow,S636338,BusinessAdministration,admin_pulse@hotmail.com,DominicanRepublic,1,34,1
Hala Vasiliou,S169798,Architecture,media_echelon@protonmail.com,CostaRica,1,70,0
Priya Khalid,S414439,Law(Pre-Law),vividra.contact@outlook.com,Cameroon,0,64,0
Rhys Ibrahim,S182667,Philosophy,service_ironclad@msn.com,Djibouti,2,53,1
Daiki Inoue,S198971,ClimateScience,contact_nexa@yandex.com,Denmark,1,85,1
Dewi Kim,S662767,Kinesiology,help_nexus@outlook.com,Dominica,0,24,1
Marco Abebe,S666866,Geography,media_flux@protonmail.com,Bolivia,2,62,1
Chidi Smith,S297756,FineArts,service_ironclad@msn.com,Brazil,2,70,1
Raj Watanabe,S683794,Archaeology,service_quantum@msn.com,EquatorialGuinea,2,60,1
Budi Gutierrez,S346691,Architecture,service_quantum@msn.com,Georgia,0,69,0
John Rodríguez,S278435,Education(Primary/Secondary),luna.waves23@gmx.com,Dominica,0,66,0
Aditya Dimitriou,S442543,Finance,feedback_zenith@me.com,Burundi,0,34,1
Minh Jansen,S48813,OccupationalTherapy,help_zenith@outlook.com,China,2,31,0
Erik Toure,S115140,Marketing,hello.vortexgrid@me.com,CaboVerde,1,37,0
Yara Mehra,S638636,Biology,hello_zenith@live.com,ElSalvador,1,9,1
Riko Le,S752946,GenderStudies,info_nexasphere@protonmail.com,Brunei,0,59,0
Asha Çelik,S334402,Architecture,auroraforge.help@gmail.com,Congo(Republic),0,69,0
Maximilian Larsen,S314398,Archaeology,service_luminary@zoho.com,Cameroon,0,60,1
Meera Johansen,S440357,Psychology,support_zenith@aol.com,Bolivia,2,47,0
Rasha Papadopoulos,S754324,IndustrialDesign,media_flux@protonmail.com,Grenada,1,74,1
Hana Flores,S534101,Genetics,moonlightstudio@protonmail.com,Côted'Ivoire,2,27,1
Zara Kumar,S19641,Accounting,info_eclipse@zoho.com,Croatia,0,36,0
Sophia Thomas,S889,Geography,contact_iron@yandex.com,Georgia,0,62,1
Mary Bello,S795712,Dentistry(Pre-Dental),tech_flux@icloud.com,Cuba,1,21,1
Katarzyna Desai,S39437,OccupationalTherapy,contact_vivid@yandex.com,Denmark,1,31,1
Sora Gutierrez,S852743,Meteorology,support_stellar@aol.com,DominicanRepublic,1,13,1
David Bello,S808017,Biochemistry,techquery2023@gmail.com,Eritrea,0,26,1
James Zhou,S202944,Physiotherapy,help_stellar@outlook.com,Croatia,0,29,1
Aino Choudhury,S371569,Archaeology,tech_stellar@icloud.com,Ethiopia,0,60,1
Aoi Thomas,S351114,Sociology,feedback_quantum@me.com,Dominica,0,49,1
Hassan Bianchi,S719906,Psychology,contact_quantum@yandex.com,Guinea,0,47,0
Riko Walker,S681391,Education(Primary/Secondary),tech_nexa@icloud.com,Gambia,2,66,0
Emre Singh,S208755,GraphicDesign,hello_embercore@live.com,Grenada,1,68,0
Ivan González,S550755,SocialWork,admin_stellar@hotmail.com,Cambodia,2,58,1
Andrei Abebe,S83383,History,eclipse.designs@protonmail.com,Gambia,2,53,0
Sofia Abbas,S199250,History,help_eclipse@outlook.com,Djibouti,2,52,1
Yui Martin,S951635,Epidemiology,service_phoenix@aol.com,Czechia,0,28,1
Farid Khan,S235687,Biotechnology,help_eclipse@outlook.com,Comoros,1,32,0
Hiroshi Sow,S21536,Kinesiology,help_orion@outlook.com,Chad,0,25,0
Aditya Young,S695868,Geography,inquiry_elysium@zoho.com,Brunei,0,61,0
Oksana Jain,S89588,RealEstateManagement,hello_nexa@live.com,Comoros,1,46,0
Sage Bernard,S274773,Film&MediaStudies,sales_aurora@yahoo.com,Guatemala,2,71,1
Marco Agarwal,S530792,Geology,admin_aurora@hotmail.com,Ethiopia,0,12,0
Reza Kim,S733813,SocialWork,techquery2023@gmail.com,Cyprus,2,58,0
Kavita Sethi,S85221,Hospitality&TourismManagement,hello_nexa@live.com,Djibouti,2,43,1
Ethan Nguyen,S759621,InternationalRelations,sales_lumivault@yahoo.com,France,0,55,0
Kavita Volkov,S127017,CreativeWriting,admin_fluxion@hotmail.com,Colombia,0,78,1
Rong Cohen,S978837,Marketing,service_stellar@msn.com,BosniaandHerzegovina,0,37,0
Mariam Dubois,S581365,SocialWork,contact_nexa@yandex.com,CentralAfricanRepublic,2,58,1
Morgan Zayed,S191926,FashionDesign,info_cobalt@zoho.com,Brunei,0,73,0
Aoi Sethi,S283695,CognitiveScience,media_crimson@protonmail.com,ElSalvador,1,92,0
Sarah Herrera,S669936,Philosophy,hello_quantum@live.com,EquatorialGuinea,2,53,1
Morgan Reyes,S205585,Geography,info_aurora@zoho.com,Botswana,1,61,1
Rong Rossi,S979380,EthicalAI&Policy,service_ironclad@msn.com,Egypt,0,86,0
Emi Çelik,S26039,InteriorDesign,techquery2023@gmail.com,Croatia,0,75,1
Amir Lee,S260121,Physics,media_echelon@protonmail.com,Fiji,1,6,1
Leilani Pérez,S11647,Philosophy,media_astralink@icloud.com,Canada,1,53,1
Yuna Xu,S592583,SupplyChainManagement,media_orionis@protonmail.com,CentralAfricanRepublic,2,42,0
River Pérez,S951036,MusicPerformance/Theory,hello_nexa@live.com,Gabon,1,76,0
Hui Zhang,S333289,Dentistry(Pre-Dental),hello_zenith@live.com,Denmark,1,21,0
Kavita Rashid,S372161,MusicPerformance/Theory,n.lee_consulting@yandex.com,Croatia,0,76,1
Aoi Desai,S326695,Theater&Drama,media_pyrexia@protonmail.com,Eritrea,0,78,1
Lina García,S12751,Architecture,sales_nexus@yahoo.com,Fiji,1,69,0
Emre Lewis,S484845,FineArts,media_pyrexia@protonmail.com,Estonia,1,71,1
Yui Wilson,S484851,Accounting,tech_flux@icloud.com,DominicanRepublic,1,36,0
Koa Sethi,S981994,History,feedback_terra@me.com,Comoros,1,52,0
Ming Smirnov,S921384,InternationalRelations,query_aurora@yandex.com,Cyprus,2,56,1
Nabil Choudhury,S990001,UrbanPlanning,feedback_catalyst@msn.com,Guinea,0,63,1
Eleni Demir,S291717,GraphicDesign,helpdesk_echelon@yahoo.com,Guinea,0,67,1
Dakota Ibrahim,S498713,OccupationalTherapy,hello.vortexgrid@me.com,Burundi,0,31,0
Khalid Ivanov,S960742,IndustrialDesign,tech_eclipse@icloud.com,Egypt,0,74,0
Isaac Kobayashi,S384176,BusinessAdministration,media_echelon@protonmail.com,Djibouti,2,33,0
Ying Sow,S912641,Geography,hello_flux@live.com,Burundi,0,62,0
Karan Cruz,S433673,Law(Pre-Law),jameson.tech@outlook.com,Grenada,1,64,1
Ren Zhou,S752360,Geography,info_flux@zoho.com,Congo(DemocraticRepublic),2,62,0
Jordan Ito,S627822,Finance,query.nexorium@zoho.com,Croatia,0,34,0
Zainab Chen,S348939,Dentistry(Pre-Dental),admin_vexelon@hotmail.com,China,2,21,0
Rasha Demir,S774952,Criminology,silverhawk_sales@aol.com,Bolivia,2,57,0
Eilidh Goldberg,S296581,Biology,service_zephyr@msn.com,France,0,9,1
Matthew Romano,S541960,Education(Primary/Secondary),tech_eclipse@icloud.com,ElSalvador,1,65,0
Zahara Mensah,S138597,Geology,help_nexus@outlook.com,Gabon,1,12,0
